Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Supernotes,Computer Software,"London,United Kingdom",1-10',https://supernotes.app,undisclosed,$150K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zelf,Banking,"Riga,Latvia",1-10',http://www.zelf.co,undisclosed,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Alchemie Technology,Chemicals,"Cambridge,United Kingdom",11-50',http://alchemietechnology.com,undisclosed,$1.458624M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Treat At Home,"Health, Wellness And Fitness","Chennai,India",1-10',https://www.treatathomes.com,undisclosed,$95.721K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Muthoot Capital,Financial Services,"Kochi,India",1001-5000',https://muthootcap.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Consumer Electronic,Consumer Electronics,"London,United Kingdom",11-50',https://arroe.com,undisclosed,$1.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Socilen,Financial Services,"Madrid,Spain",1-10',https://www.socilen.com,undisclosed,$4.254005M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Infinity Circle,Investment Management,"London,United Kingdom",1-10',https://infinitycircle.com,equity crowdfunding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Legal Services Of Eastern Missouri,Legal Services,"St. Louis,United States",51-200',https://lsem.org,undisclosed,$25K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Metlase Ltd,Mechanical Or Industrial Engineering,"Sheffield,United Kingdom",11-50',https://www.metlase.com,undisclosed,$559.234K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Storageos,Information Technology And Services,"London,United Kingdom",11-50',http://storageos.com,undisclosed,$20M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Photomath,Computer Software,"San Mateo,United States",201-500',https://photomath.net,undisclosed,$29M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Floorfound,Information Technology And Services,"Austin,United States",1-10',https://floorfound.com,undisclosed,$4.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Async Art,Computer Software,"San Francisco,United States",1-10',http://async.art,undisclosed,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zenhub,Computer Software,"Vancouver,Canada",11-50',https://www.zenhub.com,undisclosed,$4.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Filmplace,Information Technology And Services,"Singapore,Singapore",1-10',https://filmplace.co,undisclosed,$220K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Constellr,Information Services,"Freiburg Im Breisgau,Germany",11-50',https://constellr.space,undisclosed,€1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sbi Card,Financial Services,"Delhi,India",null',https://www.sbicard.com,undisclosed,$76.08117M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bgi Group,Biotechnology,"Shenzhen,China",51-200',https://www.genomics.cn,undisclosed,$2.1B,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
180 Life Sciences,Biotechnology,"Menlo Park,United States",1-10',https://180lifesciences.com,undisclosed,$11.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Chromadex,"Health, Wellness And Fitness","Los Angeles,United States",51-200',https://www.chromadex.com,undisclosed,$81.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Baillie Gifford,Investment Management,"Edinburgh,United Kingdom",1001-5000',https://www.bailliegifford.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Armand De Brignac,Wine And Spirits,"New York,United States",11-50',http://armanddebrignac.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Jodel,Telecommunications,"Berlin,Germany",51-200',http://www.jodel.com,undisclosed,€6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Limbic Entertainment,Computer Games,Germany,51-200',https://www.limbic-entertainment.de,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Condenzero,Research,"Zrich,Switzerland",1-10',https://condenzero.com,undisclosed,$209.551K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Oneport 365,Logistics And Supply Chain,"Lagos,Nigeria",11-50',https://www.oneport365.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Taeillo,Furniture,Nigeria,11-50',https://www.taeillo.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Brandix,Apparel & Fashion,"Colombo,Sri Lanka",1001-5000',http://www.brandix.com,undisclosed,$50M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ics Career Gps,Education Management,"Lucknow,India",11-50',https://icscareergps.com,undisclosed,$414.754K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The Uk Adviser Group,Financial Services,United Kingdom,11-50',https://www.ukadviser.co.uk,undisclosed,$424.231K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Settlin,Real Estate,"Bengaluru,India",11-50',https://settlin.in,undisclosed,$414.734K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Orka Technology Group,Information Technology And Services,"Manchester,United Kingdom",11-50',https://orka.group,undisclosed,$43.466564M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Wilsonhcg,Human Resources,"Tampa,United States",501-1000',http://www.wilsonhcg.com,undisclosed,$133.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
American Veterinary Group,Veterinary,"Plantation,United States",51-200',http://americanveterinarygroup.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Creatio,Computer Software,"Boston,United States",201-500',http://www.creatio.com,undisclosed,$68M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Earnix,Information Technology And Services,"Ramat Gan,Israel",201-500',http://www.earnix.com,undisclosed,$100.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Electric,Information Technology And Services,"New York,United States",201-500',https://www.electric.ai,undisclosed,$91.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Edgybees,Computer Software,"Palo Alto,United States",11-50',https://edgybees.com,undisclosed,$16.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Erudifi,Internet,"Singapore,Singapore",51-200',https://www.erudifi.com,undisclosed,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Odoc,Information Technology And Services,"Colombo,Sri Lanka",51-200',http://odoc.life,undisclosed,$2.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Urdd Gobaith Cymru,Nonprofit Organization Management,United Kingdom,51-200',https://www.urdd.cymru,grant,$1.842027M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Venostent,Hospital & Health Care,"Nashville,United States",1-10',http://www.venostent.com,undisclosed,$5.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tractian,Computer Software,"So Paulo,Brazil",11-50',https://tractian.com,undisclosed,$367.539K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sticky,Computer Software,"London,United Kingdom",-,https://sticky.to,undisclosed,$460.273K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Snack App,Entertainment,"Vancouver,Canada",1-10',https://www.thesnackapp.com,undisclosed,$3.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Alkemi,Capital Markets,United States,11-50',https://alkemi.network,undisclosed,$3.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aikido Pharma,Biotechnology,"Washington,United States",11-50',http://spherix.com,undisclosed,$102.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rocky Mountain Equipment,Machinery,"Calgary,Canada",201-500',https://www.rockymtn.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
My Policy,Insurance,United Kingdom,11-50',https://www.mypolicy.co.uk,undisclosed,€46.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Akron Children,Hospital & Health Care,"Akron,United States",1001-5000',http://www.akronchildrens.org,undisclosed,$1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pixmoving,Automotive,"Sunnyvale,United States",11-50',https://www.pixmoving.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ifactor,Financial Services,"Bucharest,Romania",1-10',https://ifactor-online.com,undisclosed,$854.877K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Clarigent Health,Mental Health Care,United States,11-50',https://clarigenthealth.com,undisclosed,$1.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vinehealth,"Health, Wellness And Fitness","London,United Kingdom",11-50',http://www.vinehealth.ai,undisclosed,$2.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Yerba Buena Virtual Reality,Internet,"Campbell,United States",11-50',https://www.ybvr.com,undisclosed,$1.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vette,Computer Software,"Philadelphia,United States",11-50',https://vette.io,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tab32,Computer Software,"Sacramento,United States",11-50',https://www.tab32.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kakao Mobility,Information Technology And Services,"Seongnam-si,South Korea",201-500',http://www.kakaomobility.com,private equity funding,$681.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Descomplica,E-learning,"Rio De Janeiro,Brazil",201-500',http://www.descomplica.com.br,undisclosed,$113.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Abound,Internet,"New York,United States",11-50',https://helloabound.com,undisclosed,$27.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Grip,Computer Software,"London,United Kingdom",51-200',https://grip.events,undisclosed,$13M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Unybrands,Internet,"Miami Beach,United States",1-10',https://unybrands.com,undisclosed,$25M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kinotek,"Health, Wellness And Fitness","Portland,United States",11-50',https://kinoteksoftware.com,undisclosed,$1.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Inflow,Mental Health Care,"London,United Kingdom",1-10',https://www.getinflow.io,undisclosed,$680K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vôm,Accounting,"Riyadh,Saudi Arabia",11-50',https://getvom.com,undisclosed,$670K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Census,Computer Software,"San Francisco,United States",11-50',https://www.getcensus.com,undisclosed,$20.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Maritime Resources Corp,Mining And Metals,"Vancouver,Canada",11-50',http://www.maritimeresourcescorp.com,undisclosed,CA$4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rand Logistics,Maritime,"New York,United States",11-50',http://randlogisticsinc.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Elementaree,Internet,"Moscow,Russia",11-50',http://www.elementaree.ru,undisclosed,$9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Lumio Technologies,Internet,"London,United Kingdom",1-10',https://www.lumio-app.com,undisclosed,$601.474K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tire Needs On Wheels,Automotive,"Edmonton,Canada",1-10',https://www.tireneedsonwheels.ca,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Alncom,Information Technology And Services,United Kingdom,11-50',https://www.alncom.co.uk,corporate funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
University Of Wyoming,Higher Education,"Laramie,United States",1-10',http://www.uwyo.edu,grant,$2.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The African Centre For A Green Economy,Think Tanks,"Cape Town,South Africa",1-10',https://africancentre.org,undisclosed,$396.632K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ox,Automotive,"Warwick,United Kingdom",11-50',http://oxdelivers.com,undisclosed,$1.681398M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Microvi Biotechnologies,Biotechnology,"Hayward,United States",11-50',http://www.microvi.com,undisclosed,$7.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ignite Data Limited,Information Technology And Services,United Kingdom,1-10',https://www.ignitedata.co.uk,undisclosed,$700.682K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Processmaker,Computer Software,"Durham,United States",51-200',http://www.processmaker.com,undisclosed,$45M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Seedfi,Financial Services,"San Francisco,United States",11-50',https://www.seedfi.com,undisclosed,$69M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mirato,Computer & Network Security,"Tel Aviv-yafo,Israel",11-50',https://www.mirato360.com,undisclosed,$9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Finaloop,Computer Software,United States,1-10',https://www.finaloop.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Radical Growth Solutions,Industrial Automation,"Islamabad,Azad Kashmir",1-10',http://radicalgrowth.solutions,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ally.io,Computer Software,"Bellevue,United States",51-200',https://www.ally.io,undisclosed,$73M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Exone,Machinery,United States,51-200',http://exone.com,undisclosed,$1.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Airslate,Computer Software,"Brookline,United States",201-500',https://www.airslate.com,undisclosed,$130M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Playful Promises,Apparel & Fashion,"London,United Kingdom",11-50',https://www.playfulpromises.com,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Super73,Consumer Goods,"Irvine,United States",51-200',http://www.super73.com,undisclosed,$29.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Excision Biotherapeutics,Biotechnology,"Philadelphia,United States",11-50',https://www.excision.bio,undisclosed,$70.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kreditbee,Financial Services,"Bengaluru,India",51-200',https://www.kreditbee.in,undisclosed,$75M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Solidatus,Information Technology And Services,"London,United Kingdom",-,https://www.solidatus.com,undisclosed,$19.38909M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zolve Innovations,Financial Services,"Bengaluru,India",1-10',https://zolve.com,seed,$15M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Amitruck,Transportation/trucking/railroad,"Nairobi,Kenya",11-50',https://www.amitruck.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Edufund,Financial Services,"Ahmedabad,India",11-50',http://www.educationfund.in,undisclosed,$343.368K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pronto Bottle,Consumer Goods,"Melbourne,Australia",1-10',https://www.prontobottle.com,undisclosed,A$185.3K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Percayso Inform,Information Technology And Services,"Nottingham,United Kingdom",11-50',https://www.percayso-inform.com,undisclosed,£400K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rotana.net,Entertainment,"Riyadh,Saudi Arabia",501-1000',http://www.rotana.net,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Grinding Solutions,Mining And Metals,Canada,11-50',https://www.grindingsolutions.com,undisclosed,$32.82K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Boast.ai,Financial Services,"San Francisco,United States",11-50',http://boast.ai,undisclosed,$123M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Outpost Vfx,Motion Pictures And Film,"Bournemouth,United Kingdom",51-200',https://www.outpost-vfx.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rule Breaker Snacks,Food & Beverages,United States,1-10',https://www.rulebreakersnacks.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Goldin Auctions,Sports,United States,11-50',https://goldinauctions.com,venture funding,$40M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dye & Durham,Legal Services,"Toronto,Canada",201-500',https://dyedurham.com,undisclosed,$432.79225M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Day One Biopharmaceuticals,Biotechnology,"South San Francisco,United States",11-50',https://dayonebio.com,undisclosed,$190M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bighat Biosciences,Pharmaceuticals,"San Carlos,United States",11-50',http://www.bighatbio.com,undisclosed,$24.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Raw Labs,Computer Software,"Lausanne,Switzerland",1-10',https://www.raw-labs.com,undisclosed,$5.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Botco.ai,Computer Software,"Scottsdale,United States",11-50',http://botco.ai,undisclosed,$2.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Payzen,Internet,"San Francisco,United States",1-10',https://payzen.com,undisclosed,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Upswot,Computer Software,"San Francisco,United States",11-50',https://upswot.com,undisclosed,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hypd Store,Marketing And Advertising,India,11-50',https://www.hypd.store,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
"Equity Data Science, Inc.",Financial Services,United Kingdom,11-50',https://equitydatascience.com,undisclosed,$875K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Veggie Victory,Food Production,"Lagos,Nigeria",1-10',https://veggievictory.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Moova,Information Technology And Services,"Buenos Aires,Argentina",51-200',https://moova.io,undisclosed,$5.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bien,Real Estate,"Paris,France",51-200',https://www.bienici.com,undisclosed,$39.89865M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Independent Vetcare,Veterinary,"Bath,United Kingdom",201-500',https://www.independentvetcare.co.uk,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Coinsquare,Financial Services,"Toronto,Canada",51-200',https://coinsquare.com,undisclosed,$98.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Enzinc Inc,Electrical/electronic Manufacturing,"Richmond,United States",1-10',http://www.enzinc.com,undisclosed,$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aio,Mechanical Or Industrial Engineering,"Tel Aviv-yafo,Israel",51-200',https://www.aio.network,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Stryve,Human Resources,"London,United Kingdom",1-10',https://stryve.online,undisclosed,$527.662K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Purdue Center For Regional Development,Program Development,"West Lafayette,United States",11-50',https://pcrd.purdue.edu,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Finastra,Financial Services,"Westminster,United Kingdom","10,001'",http://www.finastra.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Compute North,Information Technology And Services,"Eden Prairie,United States",11-50',https://www.computenorth.com,undisclosed,$29.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Personetics,Information Technology And Services,"New York,United States",51-200',http://www.personetics.com,undisclosed,$93M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Renoon,Internet,"Amsterdam,Netherlands",11-50',https://renoon.com,undisclosed,€385K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Win Brands Group,Retail,"New York,United States",11-50',https://www.winbg.com,undisclosed,$50M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Medlumics,Medical Devices,"Madrid,Spain",11-50',http://www.medlumics.com,undisclosed,$71.80272M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ecograf,Renewables And Environment,"Perth,Australia",1-10',https://www.ecograf.com.au,undisclosed,$42.316638M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Justo Software Ltd,Consumer Services,"Richmondshire,United Kingdom",1-10',http://www.justosoftware.co.uk,undisclosed,£25K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
